element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,GW,minutes_played,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,price,transfers_balance,selected,transfers_in,transfers_out,code,id,web_name,element_type,team,team_code,dreamteam_count,news,value_season,full_name,id_position,plural_name,plural_name_short,singular_name,singular_name_short,code_team,id_team,team_name,short_name,strength,strength_overall_away,strength_overall_home,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,id_gameweek,gw_name,deadline_time,highest_score,average_entry_score,most_selected,most_transferred_in,top_element,most_captained,most_vice_captained
44,31,8,1,True,2024-09-14 16:30:00+00:00,3,2,4,90,0,0,0,2,0,0,0,0,0,0,0,12.0,17.6,7.8,2.0,2.7,1,0.0,0.01,0.01,0.9,4.5,29316,1353775,170929,141613,199798,44,Konsa,2,2,7,1,Hamstring injury - 75% chance of playing,3.8,Ezri Konsa Ngoyo,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,4,Gameweek 4,2024-09-14 10:00:00+00:00,120.0,51,351.0,129.0,185.0,351.0,328.0
44,41,20,9,True,2024-09-21 14:00:00+00:00,3,1,5,90,1,0,0,1,0,0,0,0,0,0,1,33.0,45.4,5.3,35.0,8.6,1,0.21,0.02,0.23,0.51,4.5,-15135,1342311,45939,61074,199798,44,Konsa,2,2,7,1,Hamstring injury - 75% chance of playing,3.8,Ezri Konsa Ngoyo,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,5,Gameweek 5,2024-09-21 10:00:00+00:00,131.0,58,351.0,58.0,180.0,351.0,351.0
44,56,10,1,False,2024-09-29 13:00:00+00:00,2,2,6,90,0,0,0,2,0,0,0,0,0,0,0,6.0,11.0,9.4,0.0,2.0,1,0.0,0.02,0.02,1.18,4.5,108807,1470383,229990,121183,199798,44,Konsa,2,2,7,1,Hamstring injury - 75% chance of playing,3.8,Ezri Konsa Ngoyo,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,6,Gameweek 6,2024-09-28 10:00:00+00:00,142.0,50,351.0,327.0,182.0,351.0,328.0
44,62,14,1,True,2024-10-06 13:00:00+00:00,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.15,4.5,-29217,1437058,59833,89050,199798,44,Konsa,2,2,7,1,Hamstring injury - 75% chance of playing,3.8,Ezri Konsa Ngoyo,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,7,Gameweek 7,2024-10-05 10:00:00+00:00,130.0,46,351.0,182.0,512.0,351.0,328.0
45,7,19,1,False,2024-08-17 16:30:00+00:00,1,2,1,16,0,0,0,0,0,0,0,0,0,0,0,5.0,8.8,10.5,0.0,1.9,0,0.0,0.04,0.04,1.06,5.0,0,328876,0,0,441302,45,Maatsen,2,2,7,0,No news,1.5,Ian Maatsen,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,1,Gameweek 1,2024-08-16 17:30:00+00:00,127.0,57,401.0,27.0,328.0,351.0,351.0
45,11,1,1,True,2024-08-24 16:30:00+00:00,0,2,2,14,0,0,0,1,0,0,0,0,0,0,0,0.0,4.4,15.1,0.0,2.0,0,0.0,0.09,0.09,0.38,5.0,-31197,323572,11415,42612,441302,45,Maatsen,2,2,7,0,No news,1.5,Ian Maatsen,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,2,Gameweek 2,2024-08-24 10:00:00+00:00,154.0,69,401.0,594.0,177.0,351.0,401.0
45,26,11,1,False,2024-08-31 14:00:00+00:00,1,2,3,11,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,2.0,0.4,0,0.01,0.0,0.01,0.05,5.0,-36777,295141,16361,53138,441302,45,Maatsen,2,2,7,0,No news,1.5,Ian Maatsen,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,3,Gameweek 3,2024-08-31 10:00:00+00:00,130.0,64,351.0,177.0,328.0,351.0,328.0
45,31,8,1,True,2024-09-14 16:30:00+00:00,3,2,4,21,0,0,0,0,0,0,0,0,0,0,0,9.0,3.4,36.0,4.0,4.3,0,0.0,0.4,0.4,0.23,4.9,-41926,258765,10650,52576,441302,45,Maatsen,2,2,7,0,No news,1.5,Ian Maatsen,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,4,Gameweek 4,2024-09-14 10:00:00+00:00,120.0,51,351.0,129.0,185.0,351.0,328.0
45,41,20,1,True,2024-09-21 14:00:00+00:00,3,1,5,45,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,1.8,6.0,1.2,0,0.0,0.02,0.02,0.0,4.9,-20186,241577,5762,25948,441302,45,Maatsen,2,2,7,0,No news,1.5,Ian Maatsen,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,5,Gameweek 5,2024-09-21 10:00:00+00:00,131.0,58,351.0,58.0,180.0,351.0,351.0
45,56,10,1,False,2024-09-29 13:00:00+00:00,2,2,6,6,0,0,0,0,0,0,0,0,0,0,0,3.0,1.4,1.0,0.0,0.2,0,0.0,0.0,0.0,0.07,4.9,-19469,224065,6866,26335,441302,45,Maatsen,2,2,7,0,No news,1.5,Ian Maatsen,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,6,Gameweek 6,2024-09-28 10:00:00+00:00,142.0,50,351.0,327.0,182.0,351.0,328.0
45,62,14,1,True,2024-10-06 13:00:00+00:00,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,14.7,2.0,2.0,0,0.0,0.09,0.09,0.1,4.8,-17171,208397,4136,21307,441302,45,Maatsen,2,2,7,0,No news,1.5,Ian Maatsen,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,7,Gameweek 7,2024-10-05 10:00:00+00:00,130.0,46,351.0,182.0,512.0,351.0,328.0
46,7,19,0,False,2024-08-17 16:30:00+00:00,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,0,165,0,0,462381,46,Marschall,1,2,7,0,Has joined MK Dons for the rest of the season,0.0,Filip Marschall,1,Goalkeepers,GKP,Goalkeeper,GKP,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,1,Gameweek 1,2024-08-16 17:30:00+00:00,127.0,57,401.0,27.0,328.0,351.0,351.0
46,11,1,0,True,2024-08-24 16:30:00+00:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,-16,148,0,16,462381,46,Marschall,1,2,7,0,Has joined MK Dons for the rest of the season,0.0,Filip Marschall,1,Goalkeepers,GKP,Goalkeeper,GKP,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,2,Gameweek 2,2024-08-24 10:00:00+00:00,154.0,69,401.0,594.0,177.0,351.0,401.0
46,26,11,0,False,2024-08-31 14:00:00+00:00,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,-12,136,0,12,462381,46,Marschall,1,2,7,0,Has joined MK Dons for the rest of the season,0.0,Filip Marschall,1,Goalkeepers,GKP,Goalkeeper,GKP,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,3,Gameweek 3,2024-08-31 10:00:00+00:00,130.0,64,351.0,177.0,328.0,351.0,328.0
46,31,8,0,True,2024-09-14 16:30:00+00:00,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,-12,125,0,12,462381,46,Marschall,1,2,7,0,Has joined MK Dons for the rest of the season,0.0,Filip Marschall,1,Goalkeepers,GKP,Goalkeeper,GKP,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,4,Gameweek 4,2024-09-14 10:00:00+00:00,120.0,51,351.0,129.0,185.0,351.0,328.0
46,41,20,0,True,2024-09-21 14:00:00+00:00,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,-6,119,0,6,462381,46,Marschall,1,2,7,0,Has joined MK Dons for the rest of the season,0.0,Filip Marschall,1,Goalkeepers,GKP,Goalkeeper,GKP,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,5,Gameweek 5,2024-09-21 10:00:00+00:00,131.0,58,351.0,58.0,180.0,351.0,351.0
46,56,10,0,False,2024-09-29 13:00:00+00:00,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,-5,114,0,5,462381,46,Marschall,1,2,7,0,Has joined MK Dons for the rest of the season,0.0,Filip Marschall,1,Goalkeepers,GKP,Goalkeeper,GKP,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,6,Gameweek 6,2024-09-28 10:00:00+00:00,142.0,50,351.0,327.0,182.0,351.0,328.0
46,62,14,0,True,2024-10-06 13:00:00+00:00,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,-2,112,0,2,462381,46,Marschall,1,2,7,0,Has joined MK Dons for the rest of the season,0.0,Filip Marschall,1,Goalkeepers,GKP,Goalkeeper,GKP,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,7,Gameweek 7,2024-10-05 10:00:00+00:00,130.0,46,351.0,182.0,512.0,351.0,328.0
47,7,19,3,False,2024-08-17 16:30:00+00:00,1,2,1,90,0,0,0,1,0,0,0,0,0,3,0,11.0,25.8,0.0,0.0,2.6,1,0.0,0.0,0.0,2.46,5.0,0,1108383,0,0,98980,47,Martinez,1,2,7,0,No news,4.0,Emiliano Martínez Romero,1,Goalkeepers,GKP,Goalkeeper,GKP,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,1,Gameweek 1,2024-08-16 17:30:00+00:00,127.0,57,401.0,27.0,328.0,351.0,351.0
47,11,1,1,True,2024-08-24 16:30:00+00:00,0,2,2,90,0,0,0,2,0,0,0,0,0,2,0,10.0,18.4,0.0,0.0,1.8,1,0.0,0.0,0.0,0.87,5.0,-42615,1197783,30065,72680,98980,47,Martinez,1,2,7,0,No news,4.0,Emiliano Martínez Romero,1,Goalkeepers,GKP,Goalkeeper,GKP,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,2,Gameweek 2,2024-08-24 10:00:00+00:00,154.0,69,401.0,594.0,177.0,351.0,401.0
47,26,11,2,False,2024-08-31 14:00:00+00:00,1,2,3,90,0,0,0,1,0,0,0,0,0,2,0,12.0,15.6,0.0,0.0,1.6,1,0.0,0.0,0.0,0.45,5.0,35399,1292696,156570,121171,98980,47,Martinez,1,2,7,0,No news,4.0,Emiliano Martínez Romero,1,Goalkeepers,GKP,Goalkeeper,GKP,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,3,Gameweek 3,2024-08-31 10:00:00+00:00,130.0,64,351.0,177.0,328.0,351.0,328.0
47,31,8,0,True,2024-09-14 16:30:00+00:00,3,2,4,90,0,0,0,2,0,0,0,1,0,0,0,-3.0,4.0,0.0,0.0,0.4,1,0.0,0.0,0.0,0.9,5.0,25195,1357423,154296,129101,98980,47,Martinez,1,2,7,0,No news,4.0,Emiliano Martínez Romero,1,Goalkeepers,GKP,Goalkeeper,GKP,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,4,Gameweek 4,2024-09-14 10:00:00+00:00,120.0,51,351.0,129.0,185.0,351.0,328.0
47,41,20,3,True,2024-09-21 14:00:00+00:00,3,1,5,90,0,0,0,1,0,0,0,0,0,3,0,11.0,29.6,0.0,0.0,3.0,1,0.0,0.0,0.0,0.51,5.0,7238,1382650,83160,75922,98980,47,Martinez,1,2,7,0,No news,4.0,Emiliano Martínez Romero,1,Goalkeepers,GKP,Goalkeeper,GKP,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,5,Gameweek 5,2024-09-21 10:00:00+00:00,131.0,58,351.0,58.0,180.0,351.0,351.0
47,56,10,2,False,2024-09-29 13:00:00+00:00,2,2,6,90,0,0,0,2,0,0,0,0,0,3,0,10.0,21.2,0.0,0.0,2.1,1,0.0,0.0,0.0,1.18,5.0,6127,1402685,98407,92280,98980,47,Martinez,1,2,7,0,No news,4.0,Emiliano Martínez Romero,1,Goalkeepers,GKP,Goalkeeper,GKP,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,6,Gameweek 6,2024-09-28 10:00:00+00:00,142.0,50,351.0,327.0,182.0,351.0,328.0
47,62,14,9,True,2024-10-06 13:00:00+00:00,0,0,7,90,0,0,1,0,0,0,0,0,0,4,2,30.0,27.8,0.0,0.0,2.8,1,0.0,0.0,0.0,0.52,5.0,-74223,1332864,28884,103107,98980,47,Martinez,1,2,7,0,No news,4.0,Emiliano Martínez Romero,1,Goalkeepers,GKP,Goalkeeper,GKP,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,7,Gameweek 7,2024-10-05 10:00:00+00:00,130.0,46,351.0,182.0,512.0,351.0,328.0
48,7,19,2,False,2024-08-17 16:30:00+00:00,1,2,1,61,0,0,0,1,0,0,0,0,0,0,0,6.0,1.6,2.6,15.0,1.9,1,0.3,0.01,0.31,1.28,5.5,0,204217,0,0,122806,48,McGinn,3,2,7,0,Hamstring injury - Unknown return date,1.7,John McGinn,3,Midfielders,MID,Midfielder,MID,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,1,Gameweek 1,2024-08-16 17:30:00+00:00,127.0,57,401.0,27.0,328.0,351.0,351.0
48,11,1,3,True,2024-08-24 16:30:00+00:00,0,2,2,64,0,0,1,0,0,0,0,0,0,0,0,10.0,0.6,2.0,0.0,0.3,1,0.0,0.01,0.01,0.36,5.5,-16915,200015,7255,24170,122806,48,McGinn,3,2,7,0,Hamstring injury - Unknown return date,1.7,John McGinn,3,Midfielders,MID,Midfielder,MID,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,2,Gameweek 2,2024-08-24 10:00:00+00:00,154.0,69,401.0,594.0,177.0,351.0,401.0
48,26,11,1,False,2024-08-31 14:00:00+00:00,1,2,3,90,0,0,0,1,0,0,0,1,0,0,0,7.0,1.6,5.8,10.0,1.7,1,0.09,0.01,0.1,0.45,5.5,-11847,194171,15899,27746,122806,48,McGinn,3,2,7,0,Hamstring injury - Unknown return date,1.7,John McGinn,3,Midfielders,MID,Midfielder,MID,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,3,Gameweek 3,2024-08-31 10:00:00+00:00,130.0,64,351.0,177.0,328.0,351.0,328.0
48,31,8,2,True,2024-09-14 16:30:00+00:00,3,2,4,89,0,0,0,2,0,0,0,0,0,0,0,18.0,8.4,24.9,9.0,4.2,1,0.09,0.32,0.41,0.81,5.4,-18032,179977,12967,30999,122806,48,McGinn,3,2,7,0,Hamstring injury - Unknown return date,1.7,John McGinn,3,Midfielders,MID,Midfielder,MID,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,4,Gameweek 4,2024-09-14 10:00:00+00:00,120.0,51,351.0,129.0,185.0,351.0,328.0
48,41,20,1,True,2024-09-21 14:00:00+00:00,3,1,5,45,0,0,0,1,0,0,0,0,0,0,0,4.0,0.0,4.6,2.0,0.7,1,0.03,0.19,0.22,0.51,5.4,-8946,172734,6893,15839,122806,48,McGinn,3,2,7,0,Hamstring injury - Unknown return date,1.7,John McGinn,3,Midfielders,MID,Midfielder,MID,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,5,Gameweek 5,2024-09-21 10:00:00+00:00,131.0,58,351.0,58.0,180.0,351.0,351.0
48,56,10,0,False,2024-09-29 13:00:00+00:00,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.3,-54655,117614,550,55205,122806,48,McGinn,3,2,7,0,Hamstring injury - Unknown return date,1.7,John McGinn,3,Midfielders,MID,Midfielder,MID,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,6,Gameweek 6,2024-09-28 10:00:00+00:00,142.0,50,351.0,327.0,182.0,351.0,328.0
48,62,14,0,True,2024-10-06 13:00:00+00:00,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5.3,-26083,92341,90,26173,122806,48,McGinn,3,2,7,0,Hamstring injury - Unknown return date,1.7,John McGinn,3,Midfielders,MID,Midfielder,MID,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,7,Gameweek 7,2024-10-05 10:00:00+00:00,130.0,46,351.0,182.0,512.0,351.0,328.0
49,7,19,0,False,2024-08-17 16:30:00+00:00,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.5,0,7726,0,0,149484,49,Mings,2,2,7,0,Lack of match fitness - 50% chance of playing,0.0,Tyrone Mings,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,1,Gameweek 1,2024-08-16 17:30:00+00:00,127.0,57,401.0,27.0,328.0,351.0,351.0
49,11,1,0,True,2024-08-24 16:30:00+00:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.5,-1967,6091,65,2032,149484,49,Mings,2,2,7,0,Lack of match fitness - 50% chance of playing,0.0,Tyrone Mings,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,2,Gameweek 2,2024-08-24 10:00:00+00:00,154.0,69,401.0,594.0,177.0,351.0,401.0
49,26,11,0,False,2024-08-31 14:00:00+00:00,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.4,-999,5210,129,1128,149484,49,Mings,2,2,7,0,Lack of match fitness - 50% chance of playing,0.0,Tyrone Mings,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,3,Gameweek 3,2024-08-31 10:00:00+00:00,130.0,64,351.0,177.0,328.0,351.0,328.0
49,31,8,0,True,2024-09-14 16:30:00+00:00,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.4,-399,5015,380,779,149484,49,Mings,2,2,7,0,Lack of match fitness - 50% chance of playing,0.0,Tyrone Mings,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,4,Gameweek 4,2024-09-14 10:00:00+00:00,120.0,51,351.0,129.0,185.0,351.0,328.0
49,41,20,0,True,2024-09-21 14:00:00+00:00,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.4,-237,4865,160,397,149484,49,Mings,2,2,7,0,Lack of match fitness - 50% chance of playing,0.0,Tyrone Mings,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,5,Gameweek 5,2024-09-21 10:00:00+00:00,131.0,58,351.0,58.0,180.0,351.0,351.0
49,56,10,0,False,2024-09-29 13:00:00+00:00,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.4,-336,4558,86,422,149484,49,Mings,2,2,7,0,Lack of match fitness - 50% chance of playing,0.0,Tyrone Mings,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,6,Gameweek 6,2024-09-28 10:00:00+00:00,142.0,50,351.0,327.0,182.0,351.0,328.0
49,62,14,0,True,2024-10-06 13:00:00+00:00,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.4,-309,4281,75,384,149484,49,Mings,2,2,7,0,Lack of match fitness - 50% chance of playing,0.0,Tyrone Mings,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,7,Gameweek 7,2024-10-05 10:00:00+00:00,130.0,46,351.0,182.0,512.0,351.0,328.0
50,7,19,1,False,2024-08-17 16:30:00+00:00,1,2,1,8,0,0,0,0,0,0,0,0,0,0,0,6.0,4.2,0.3,0.0,0.5,0,0.0,0.0,0.0,1.04,4.0,0,26790,0,0,578545,50,Nedeljkovic,2,2,7,0,No news,0.8,Kosta Nedeljković,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,1,Gameweek 1,2024-08-16 17:30:00+00:00,127.0,57,401.0,27.0,328.0,351.0,351.0
50,11,1,1,True,2024-08-24 16:30:00+00:00,0,2,2,74,0,0,0,2,0,0,0,0,0,0,0,1.0,15.6,5.2,0.0,2.1,0,0.0,0.01,0.01,0.75,4.0,5735,44397,9069,3334,578545,50,Nedeljkovic,2,2,7,0,No news,0.8,Kosta Nedeljković,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,2,Gameweek 2,2024-08-24 10:00:00+00:00,154.0,69,401.0,594.0,177.0,351.0,401.0
50,26,11,1,False,2024-08-31 14:00:00+00:00,1,2,3,11,0,0,0,0,0,0,0,0,0,0,0,6.0,2.4,0.8,0.0,0.3,0,0.0,0.01,0.01,0.05,4.0,125947,184347,157784,31837,578545,50,Nedeljkovic,2,2,7,0,No news,0.8,Kosta Nedeljković,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,3,Gameweek 3,2024-08-31 10:00:00+00:00,130.0,64,351.0,177.0,328.0,351.0,328.0
50,31,8,0,True,2024-09-14 16:30:00+00:00,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,18261,204262,54767,36506,578545,50,Nedeljkovic,2,2,7,0,No news,0.8,Kosta Nedeljković,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,4,Gameweek 4,2024-09-14 10:00:00+00:00,120.0,51,351.0,129.0,185.0,351.0,328.0
50,41,20,0,True,2024-09-21 14:00:00+00:00,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,-16368,186958,4959,21327,578545,50,Nedeljkovic,2,2,7,0,No news,0.8,Kosta Nedeljković,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,5,Gameweek 5,2024-09-21 10:00:00+00:00,131.0,58,351.0,58.0,180.0,351.0,351.0
50,56,10,0,False,2024-09-29 13:00:00+00:00,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,-25606,162186,4563,30169,578545,50,Nedeljkovic,2,2,7,0,No news,0.8,Kosta Nedeljković,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,6,Gameweek 6,2024-09-28 10:00:00+00:00,142.0,50,351.0,327.0,182.0,351.0,328.0
50,62,14,0,True,2024-10-06 13:00:00+00:00,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.0,-12557,150785,2619,15176,578545,50,Nedeljkovic,2,2,7,0,No news,0.8,Kosta Nedeljković,2,Defenders,DEF,Defender,DEF,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,7,Gameweek 7,2024-10-05 10:00:00+00:00,130.0,46,351.0,182.0,512.0,351.0,328.0
51,7,19,0,False,2024-08-17 16:30:00+00:00,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.5,0,9628,0,0,111782,51,Olsen,1,2,7,0,No news,0.0,Robin Olsen,1,Goalkeepers,GKP,Goalkeeper,GKP,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,1,Gameweek 1,2024-08-16 17:30:00+00:00,127.0,57,401.0,27.0,328.0,351.0,351.0
51,11,1,0,True,2024-08-24 16:30:00+00:00,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.5,-1180,8728,60,1240,111782,51,Olsen,1,2,7,0,No news,0.0,Robin Olsen,1,Goalkeepers,GKP,Goalkeeper,GKP,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,2,Gameweek 2,2024-08-24 10:00:00+00:00,154.0,69,401.0,594.0,177.0,351.0,401.0
51,26,11,0,False,2024-08-31 14:00:00+00:00,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.5,-652,8433,290,942,111782,51,Olsen,1,2,7,0,No news,0.0,Robin Olsen,1,Goalkeepers,GKP,Goalkeeper,GKP,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,3,Gameweek 3,2024-08-31 10:00:00+00:00,130.0,64,351.0,177.0,328.0,351.0,328.0
51,31,8,0,True,2024-09-14 16:30:00+00:00,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.5,273,10076,1192,919,111782,51,Olsen,1,2,7,0,No news,0.0,Robin Olsen,1,Goalkeepers,GKP,Goalkeeper,GKP,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,4,Gameweek 4,2024-09-14 10:00:00+00:00,120.0,51,351.0,129.0,185.0,351.0,328.0
51,41,20,0,True,2024-09-21 14:00:00+00:00,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.5,-176,10432,555,731,111782,51,Olsen,1,2,7,0,No news,0.0,Robin Olsen,1,Goalkeepers,GKP,Goalkeeper,GKP,7,2,Aston Villa,AVL,3,1220,1160,1140,1120,1300,1200,5,Gameweek 5,2024-09-21 10:00:00+00:00,131.0,58,351.0,58.0,180.0,351.0,351.0
